project_id,start_date,planned_duration_days,actual_duration_days,planned_budget,actual_cost,team_size,complexity,risk_level,change_requests,cost_overrun_percent,schedule_delay_percent,success
122,2023-07-22,119,156,938900,1455222,21,5,1,10,0.5499224747082049,0.3175211980887359,0
123,2023-03-10,293,348,273777,356117,9,1,2,9,0.30075790590264373,0.19087506145420907,0
124,2024-07-31,122,167,909909,1076603,21,2,3,2,0.18319861414617294,0.3731591175059912,0
125,2023-02-05,119,157,850820,1376686,8,5,1,13,0.6180706396871353,0.3252229379926725,0
126,2022-11-09,144,185,55569,94929,8,4,1,15,0.7083151373618394,0.2876157756788312,0
127,2022-11-01,134,157,644124,900757,5,2,1,9,0.3984220503128077,0.17897410285827536,0
128,2022-07-30,225,299,678861,950391,9,2,3,9,0.3999797056640747,0.3305752406296758,0
129,2021-08-30,343,451,479802,721931,21,4,2,11,0.5046438469971705,0.31586761074809055,0
130,2023-11-04,143,168,308090,424604,10,3,1,8,0.3781822631455502,0.17854915401708188,0
131,2022-07-06,104,116,717375,710634,12,1,3,0,-0.009395640432103246,0.11668297471871478,1
132,2020-12-10,246,309,95002,118975,22,3,2,4,0.2523491971637219,0.2571008026283883,0
133,2023-01-19,306,427,821954,1453355,17,5,3,19,0.7681712041821851,0.3975809890473059,0
134,2022-12-05,278,394,711614,1050095,17,4,2,7,0.4756534257794358,0.4205004644650001,0
135,2020-10-10,193,267,984648,1430227,3,3,3,10,0.4525267907797003,0.3884931210338483,0
136,2019-11-14,221,253,729574,1049510,22,2,2,11,0.4385248617520215,0.1482813586038201,0
137,2022-06-11,256,333,548870,679908,9,5,1,0,0.23874267363249893,0.30446199482254105,0
138,2020-11-14,206,285,261791,479045,29,5,2,19,0.8298789461025703,0.3836885053943443,0
139,2020-10-25,128,175,252846,397788,6,3,3,10,0.5732438817928842,0.3698613211279381,0
140,2024-06-21,65,84,711450,892864,8,3,3,4,0.25499298578037544,0.30285065681855255,0
141,2023-06-20,125,160,716997,1138217,27,4,2,14,0.5874793482645003,0.28763796810059766,0
142,2023-02-04,181,198,727775,870771,3,1,1,4,0.19648465664527212,0.09705590950486377,1
143,2022-02-10,180,213,74071,100270,7,3,1,11,0.35371406831987556,0.18857575680519767,0
144,2024-01-28,219,282,632531,805337,29,3,2,4,0.27319783934554664,0.29012386047197414,0
145,2023-03-01,253,294,962259,1502485,25,2,2,16,0.561414354835355,0.16454831441676476,0
146,2020-07-17,66,92,944647,1587370,3,5,3,16,0.6803843366981953,0.39447819737865164,0
147,2022-07-15,297,343,222312,312434,6,1,1,11,0.405387883515575,0.15809669067280482,0
148,2023-06-25,212,246,307218,467800,24,2,2,14,0.5226994209222897,0.16158175263429642,0
149,2020-11-29,42,50,264879,405232,4,4,1,14,0.5298795546252891,0.20769359837199186,0
150,2024-11-30,308,408,413714,545139,12,4,2,5,0.31767352394037807,0.32474968756781525,0
151,2019-01-02,246,305,476650,636607,7,3,2,11,0.33558643974036373,0.2419763297897702,0
152,2020-10-03,315,392,381868,662412,29,3,1,19,0.7346634657066751,0.24557077504649769,0
153,2023-05-09,302,403,951791,1641044,12,4,2,17,0.7241649709220078,0.33587359673655454,0
154,2021-05-04,91,114,912129,1368499,3,3,2,13,0.5003359053083164,0.25840407526783193,0
155,2023-10-26,113,132,603020,667546,24,1,3,1,0.10700563558415634,0.17694782872650022,1
156,2023-07-20,246,300,695753,922481,8,3,2,8,0.3258750689439239,0.22320707753385827,0
157,2022-02-27,216,298,978818,1293678,15,5,2,4,0.32167414870325034,0.38416735354966214,0
158,2021-12-12,48,62,467170,813277,17,3,2,19,0.7408595232191282,0.30406423907163843,0
159,2023-09-04,206,245,107108,114130,6,2,3,0,0.06556666225185284,0.19132766293002618,1
160,2023-08-23,129,141,530721,587437,15,1,1,2,0.10686715218987777,0.09973013118192328,1
161,2023-09-30,262,338,161195,196950,26,2,3,5,0.22181754862868286,0.2919194377867306,0
162,2022-12-10,105,132,939513,1126902,22,2,3,4,0.1994534421850408,0.265271204660835,0
163,2021-04-15,294,413,86668,117143,26,5,1,4,0.35163878920225033,0.4054736448175356,0
164,2019-07-22,313,360,335205,340119,17,1,3,0,0.01466216213909112,0.15159288350828326,1
165,2019-05-03,235,236,391396,604754,10,1,1,16,0.5451224857180063,0.008461577580256702,0
166,2020-02-05,252,299,614037,957040,7,1,3,18,0.5586035756623026,0.19003259019778435,0
167,2021-02-05,81,90,180560,260148,17,1,1,13,0.4407843356897801,0.11812854075132426,0
168,2019-10-21,173,209,416824,560029,6,1,2,11,0.3435634159312798,0.20842109772363376,0
169,2019-07-17,98,144,197979,285740,14,5,3,9,0.4432850686807771,0.47940728673534916,0
170,2024-04-14,128,169,199849,352857,15,3,3,19,0.7656217624629583,0.32683718115062305,0
171,2024-12-31,54,69,798589,1305674,4,2,3,17,0.6349763492547704,0.2782695107085217,0
172,2020-08-31,82,95,101745,148998,29,1,3,10,0.46443410343988356,0.17040892708966804,0
173,2022-02-21,180,215,420608,474362,21,3,2,1,0.1278013580000871,0.1990442694340392,1
174,2019-07-06,173,225,141865,234013,21,3,3,17,0.6495519756333985,0.3058860608690455,0
175,2023-11-30,86,107,948860,1208444,6,2,2,6,0.2735746259572097,0.24912867318138887,0
176,2020-10-21,68,96,262890,452031,6,5,2,14,0.7194684719141065,0.4128180434914274,0
177,2024-05-09,138,187,73624,108569,28,4,2,10,0.4746446052933696,0.36169036695796825,0
178,2022-10-01,210,272,73321,121085,13,4,2,17,0.6514479072912073,0.2986122156476624,0
179,2024-06-09,71,85,453704,698881,29,3,1,11,0.5403904654230501,0.2067226580990788,0
180,2023-03-15,215,254,859006,1060157,7,2,1,5,0.2341674985369386,0.18417127440573017,0
181,2019-05-27,252,335,972744,1764491,22,4,3,19,0.8139321754863021,0.33267463027456223,0
182,2023-10-01,151,180,224293,347230,13,3,1,12,0.5481099200396106,0.1942141465033499,0
183,2024-01-18,162,219,977982,1778465,12,5,1,19,0.818505476304885,0.35489911181887257,0
184,2020-05-03,192,268,833415,1367870,10,4,3,15,0.6412843147482625,0.3980452371578454,0
185,2024-05-13,244,314,236717,388315,8,3,3,17,0.6404217596835098,0.29002356633352955,0
186,2023-07-22,250,310,986766,1400458,8,3,3,9,0.4192403435615006,0.24184052694731806,0
187,2020-10-02,264,280,430975,561627,10,1,1,7,0.30315501130853156,0.0632098042478585,0
188,2023-12-08,360,486,233868,402294,25,5,1,17,0.7201779909470211,0.3501836042446549,0
189,2024-05-23,175,208,709792,749144,17,1,3,0,0.05544228151045602,0.18957604819329824,1
190,2022-12-09,268,324,145257,182162,28,2,2,7,0.2540684285900596,0.2120619068827674,0
191,2023-06-23,105,126,638579,734554,16,1,3,5,0.15029468834789037,0.2060647645297878,0
192,2019-09-20,38,43,260176,304003,13,1,2,4,0.16845305014221879,0.14029052792712252,1
193,2023-11-23,103,137,240471,365994,14,4,2,14,0.5219920995853085,0.3332528022420156,0
194,2024-12-31,282,365,964032,1612852,28,3,3,14,0.6730279308308027,0.29774865885855667,0
195,2020-09-15,259,382,522930,638156,15,5,3,1,0.22034700225448822,0.47743667414647195,0
196,2021-10-13,36,45,886860,929425,10,1,3,0,0.04799557436717233,0.2516171015608751,0
197,2021-05-30,203,259,793091,1275616,20,5,1,10,0.6084108860908433,0.28054943588099823,0
198,2024-08-11,170,191,568862,726354,27,1,2,9,0.2768547330624751,0.12723740289488733,0
199,2022-08-20,197,228,967806,1446739,3,2,1,17,0.49486515052276414,0.1616362245770354,0
200,2020-03-28,199,216,525774,808510,17,1,1,17,0.5377527119937665,0.08665426439928395,0
201,2022-03-29,312,452,967559,1583177,10,4,3,16,0.6362589809961939,0.44964612956654365,0
202,2024-08-18,151,185,685605,854388,13,3,1,7,0.24618132457039987,0.23119776390448674,0
203,2023-08-10,223,267,189789,291182,14,2,3,14,0.53424449462861,0.1997314086474828,0
204,2022-02-28,34,39,439593,558439,14,1,2,7,0.2703546931116476,0.16982211697803357,0
205,2020-02-08,58,83,865131,1546089,6,5,3,16,0.7871163227269176,0.4335487269423096,0
206,2024-10-02,194,227,123686,169939,18,2,1,11,0.37395888172398056,0.17520964597767108,0
207,2023-08-24,165,206,117661,144728,6,2,1,7,0.23004317567764937,0.2503938079399595,0
208,2020-09-19,350,419,618535,878111,7,1,3,13,0.4196638458476708,0.19753925878774045,0
209,2020-08-09,174,213,295121,349890,26,2,3,3,0.18558286704954524,0.2248169238063002,0
210,2023-07-07,356,442,722108,935900,7,5,1,0,0.2960674801493248,0.24223617868449493,0
211,2022-12-14,246,293,417257,488411,10,2,2,0,0.17052840025025795,0.19173004909282443,1
212,2022-12-16,330,476,316765,586244,12,5,2,18,0.8507239566953674,0.44529849586635945,0
213,2019-04-14,161,189,196106,296870,19,1,3,15,0.5138271833446333,0.17544154402219064,0
214,2019-09-11,321,368,308930,488101,28,3,2,13,0.5799749626752074,0.14799750507402484,0
215,2023-02-05,99,112,972630,1476428,11,2,1,15,0.5179753282615407,0.13508188039037766,0
216,2019-04-09,281,379,710482,908294,24,3,3,4,0.27841975962376236,0.3496344269456396,0
217,2024-02-28,304,415,854462,1222252,21,5,1,8,0.4304354930356097,0.36729085872810074,0
218,2024-04-03,211,235,919270,1041656,16,2,1,1,0.13313426984434368,0.11800595517446322,1
219,2021-05-27,196,253,921149,1579247,10,4,2,17,0.7144323348699005,0.2917357611800459,0
220,2019-12-04,120,153,498874,691492,11,3,3,5,0.3861064302842485,0.27946456704487915,0
221,2021-08-14,231,278,612926,814303,24,2,3,8,0.32855085692548763,0.2068643114068535,0
222,2023-09-01,48,55,903499,1043091,13,3,2,0,0.15450214188266434,0.1585163066130209,1
223,2019-06-10,68,81,168033,227155,25,2,1,8,0.3518480707856021,0.1981795550309928,0
224,2023-05-23,155,180,680265,1004927,3,1,1,15,0.4772589842055773,0.16285299783445467,0
225,2020-02-02,202,231,663157,974758,16,3,1,12,0.46987536333941765,0.144077552801763,0
226,2022-07-24,170,228,679474,1022567,7,4,1,8,0.5049405662423526,0.3421926466293157,0
227,2021-03-26,271,367,871106,1316201,23,4,3,12,0.5109541278519851,0.3548488399301392,0
228,2023-03-08,249,368,216926,308816,28,5,3,8,0.42360409641563634,0.4812566174083937,0
229,2024-04-03,155,186,620559,889889,16,2,2,10,0.43401326896477405,0.2018975218145223,0
230,2022-11-16,87,110,910120,1181236,6,3,2,3,0.2978907421012005,0.2667772296079315,0
231,2022-03-04,177,254,481734,605746,24,5,3,1,0.2574295171199681,0.4386217323491106,0
232,2022-05-03,346,436,423220,540958,25,3,3,5,0.27819732561750604,0.2604966837432361,0
233,2020-02-05,30,36,715627,1076394,27,2,1,13,0.5041271763053397,0.2197337072164011,0
234,2020-10-01,219,268,271897,341123,3,4,1,3,0.25460736616284085,0.22393096809626073,0
235,2020-04-04,220,246,51062,59278,24,1,2,5,0.16091437396940156,0.11989666277416648,1
236,2021-08-12,341,472,297736,531154,25,4,3,18,0.7839796293993183,0.38621323388215845,0
237,2020-04-14,146,197,624736,893595,21,5,2,5,0.43035655503918097,0.3545402379757268,0
238,2021-11-11,163,198,145462,166635,10,1,3,1,0.14555794431590527,0.2188765620407472,0
239,2023-08-21,87,122,449445,762874,17,5,1,17,0.6973705493817253,0.4087933086591978,0
240,2024-09-16,73,91,500009,717451,23,2,2,12,0.43487687565446914,0.25062730005269185,0
241,2020-07-16,202,210,820173,1069553,17,1,2,8,0.3040589781134726,0.04319423431606893,0
242,2023-12-05,189,269,622203,1084947,11,5,3,18,0.7437189575112817,0.42629234848096786,0
243,2024-09-05,202,244,316776,472656,23,2,1,12,0.49208437185773246,0.2114341305348196,0
244,2019-08-14,346,433,678880,1059888,11,4,2,10,0.5612313543613165,0.25416255765889717,0
245,2021-03-08,332,397,708956,759172,12,2,1,0,0.07083210138863259,0.19618052936144376,1
246,2021-08-17,178,230,421923,561971,22,3,2,6,0.33192959701135166,0.2933730390819656,0
247,2023-02-13,109,119,449384,715770,27,2,1,14,0.5927809345040559,0.09939550540308674,0
248,2020-03-28,242,310,682387,812015,23,2,3,0,0.18996357875095,0.28171163328700805,0
249,2021-03-26,232,295,581849,882833,28,3,2,11,0.5172900625530201,0.27363488967649674,0
250,2020-10-20,281,396,517010,754664,11,5,2,6,0.45967145865968045,0.4125190894360634,0
251,2020-06-30,258,333,656440,1068233,5,5,1,14,0.6273131732657543,0.29168438071174335,0
252,2022-04-30,193,225,699324,1159451,22,2,1,18,0.657960470022892,0.16750680581856925,0
253,2019-01-17,256,300,436193,513766,27,3,2,0,0.17784104203874992,0.1747560722933838,1
254,2022-05-28,176,208,76734,124269,28,3,3,16,0.6194814920719477,0.18615043962334743,0
255,2021-12-05,49,63,973875,1607148,13,4,1,16,0.6502611872722168,0.2870414213263875,0
256,2024-11-16,76,106,76069,94777,8,5,1,2,0.24593511632615725,0.39502988033806546,0
257,2023-11-04,262,291,785265,1015436,4,1,1,11,0.2931135122474353,0.11264684071325401,0
258,2021-11-26,334,459,587198,764887,9,5,2,5,0.3026058243339419,0.3768276968027927,0
259,2019-10-29,43,58,385623,608887,20,5,2,10,0.5789721286433631,0.37062329399725635,0
260,2019-06-30,172,218,520951,660245,29,4,2,2,0.26738496626133884,0.27287173042784674,0
261,2020-08-29,30,33,131264,162217,4,1,2,7,0.2358094434229452,0.1289069548102347,0
262,2020-11-30,83,114,73275,115292,29,4,3,13,0.5734271851137681,0.38108422341322223,0
263,2021-09-19,288,333,646562,937853,19,1,3,13,0.4505235270765242,0.15823888835996858,0
264,2022-02-13,173,214,524665,714474,13,2,2,9,0.3617718464495703,0.23752934269178883,0
265,2019-07-10,41,48,412920,418276,29,1,3,1,0.012972340999808596,0.18979875169323013,1
266,2021-09-07,359,465,241076,394315,14,4,1,13,0.6356500110137151,0.2958489708886703,0
267,2024-06-29,253,350,244053,367350,29,5,1,8,0.5052063085334905,0.384433137677548,0
268,2022-03-30,301,323,759913,853606,21,1,1,2,0.12329492399069242,0.07366222836725048,1
269,2019-05-08,185,216,622735,810725,24,1,2,7,0.3018781351679186,0.1729690293093476,0
270,2024-08-27,37,44,962826,1501351,26,3,1,15,0.5593177321970162,0.2006761641374013,0
271,2023-12-22,151,216,649991,871434,27,5,3,1,0.34068657188629214,0.436975724190942,0
272,2023-10-25,193,225,912522,1134262,9,2,2,5,0.2429978574028881,0.16771143246817158,0
273,2020-07-23,119,156,853692,1344078,22,4,3,11,0.5744299440165438,0.31446480884676337,0
274,2022-09-08,165,192,162581,204319,8,2,1,4,0.25672245167438273,0.1645932372824247,0
275,2024-03-10,215,267,315956,388012,23,5,1,1,0.22805990859987224,0.2457399973989441,0
276,2020-09-17,345,374,471240,718709,26,1,1,15,0.5251450202457068,0.08518662782455591,0
277,2023-08-14,207,219,764016,906362,3,1,2,4,0.18631373354233427,0.059681149719540985,1
278,2019-06-04,57,83,952580,1592252,19,5,3,14,0.671515582874717,0.4589617017156804,0
279,2022-11-10,249,296,994789,1368114,13,1,2,11,0.3752814124982309,0.19250552980544572,0
280,2021-02-23,70,76,166421,189005,24,1,2,3,0.13570533751411043,0.0968024389289597,1
281,2019-09-03,257,288,575893,869963,28,1,1,14,0.5106344712821997,0.12141564812367482,0
282,2023-02-09,221,301,514374,786424,20,4,2,10,0.5288955256895755,0.3649567856843746,0
283,2023-09-02,174,237,122303,201986,23,4,2,15,0.6515239425132832,0.3651234611250892,0
284,2020-06-21,230,283,208211,255142,19,3,1,5,0.2254031926764313,0.23072254169858206,0
285,2024-03-05,241,298,237210,359307,9,2,2,13,0.5147221707041809,0.23671523377807485,0
286,2024-01-16,249,325,836237,1502032,19,5,1,17,0.7961806809588889,0.3075334344039803,0
287,2021-07-09,269,361,912557,1546802,22,5,1,11,0.6950205042723485,0.34415612328283396,0
288,2020-06-08,75,98,194990,312719,11,5,1,10,0.6037716531552519,0.31664482966046115,0
289,2023-03-10,64,75,208518,295061,19,3,1,12,0.4150411806042266,0.1833106013107318,0
290,2019-02-05,282,372,174040,261742,22,4,2,10,0.5039214699509321,0.3218031695734814,0
291,2020-11-15,111,137,718406,1214514,24,3,1,15,0.690568751433249,0.23737651880790372,0
292,2019-01-20,285,398,573138,975009,24,5,1,14,0.7011774428450818,0.3981754383977493,0
293,2020-02-04,226,274,468034,719102,10,2,2,14,0.5364326080186604,0.2132577763649444,0
